"Time Range: 15:49:46 to 15:50:34, Duration 48.0 
 Start Row 3230, End Row 3422 
 Start Time 807.25, End Time 855.25"
kurtosis Values:
-0.46858270314782313,-0.20752915281138495,-0.04496031995012428,0.2801607160499855,-0.8230749955815067,-0.9139466838567456,4.013366604617262,10.215742852371276,-0.30183205439647454,-0.0973223315777969,14.128907698661756,-1.172870878288141,1.1533490659927441,1.2203374788926986,1.8551440842643787,0.12731728912164186,0.46780195448749495,0.25258243000009895,0.37808095188048885,0.5588884647888448,0.5012724691853285,2.399613863025799,2.9899237066358406,1.422234922966929,0.7080955188219598,2.144604985295353,0.05719975284716172,-0.09964921788570802,-0.36125976826876416,-0.15179922900750276,0.2717029871351846,-0.1648702107318738,2.729331992156716,1.0141320019560993,0.3684567523301472,0.3770851967463327,0.10032446870752887,-0.4371337239431412,0.3034105406633443,1.339360311683885
"Size of std_values: (1, 40)"

"Time Range: 15:50:34 to 15:51:18, Duration 44.0 
 Start Row 3423, End Row 3599 
 Start Time 855.5, End Time 899.5"
kurtosis Values:
-1.1581992885983705,-1.2917616905137683,-1.1317869762413841,-1.25214201849328,-1.5508052648713342,-1.2401144468157785,1.7963466182368464,1.1822255357319067,-0.9781130664780653,-1.1560958239405463,2.0447680545536393,-0.37370024158064385,-0.8444653194602774,-0.880420678229092,-0.5885783773534237,-1.0512333665865559,-1.3019561297546653,-1.2906877326238595,-1.4087543940253195,-1.2970329940771064,-0.5997538126140709,-1.0789481857519791,4.510291268110398,2.2221389729484766,2.7623901418772876,1.0752729250995614,4.032209954728216,2.5876770121087196,-0.44621896208813316,-0.8616394267626548,0.18348130829103004,2.5346374393394964,7.724405259124698,14.666251210917572,10.711319269156855,15.221884548298547,1.8551312740144432,1.256736022738612,5.22173952556836,12.772788863376823
"Size of std_values: (1, 40)"

"Time Range: 15:51:18 to 15:51:48, Duration 30.0 
 Start Row 3600, End Row 3720 
 Start Time 899.75, End Time 929.75"
kurtosis Values:
0.5949719887542617,0.4353982466782269,1.9073388350636176,0.8615684064392379,1.3256429644396466,-0.4381022587089447,1.4699631442120236,2.2305910476373745,2.642666172297587,0.6859936426377393,2.999421060633825,2.3984843632871513,-0.19240293981694734,0.36962028814895964,0.7216812905164351,1.6797589910150448,4.774784195730383,3.3083101252531506,0.13281124875831507,-0.018800321572827183,0.020470915789172484,0.4597109872505696,5.8069572386655,4.663907252344797,2.220061076539354,2.4800444365093774,1.9271866405733844,1.719577738618419,-0.7821162349022268,-0.7351251401220087,-0.16761495413704042,0.2454214539852293,6.036178293199942,7.186456769742165,4.587437188536297,4.819373589779065,1.2144123835275566,-0.009966591594731788,3.238409387544813,8.300056964164092
"Size of std_values: (1, 40)"

"Time Range: 15:51:48 to 15:52:31, Duration 43.0 
 Start Row 3721, End Row 3893 
 Start Time 930.0, End Time 973.0"
kurtosis Values:
-0.3997963565680842,-0.7520119257085041,-0.7915019827665835,-0.4829845130344994,-0.23800203213833404,-0.05105788614178275,0.5010312184021815,0.3804741263247875,-0.41455045932478196,0.027271366920283757,4.608314886421612,4.879913708156333,0.905117003676656,2.0698654470388913,-0.6094955087522966,-0.4818732553679017,0.202351406314758,4.444603338692059,-0.11814487507978244,0.8406758781767008,-0.3667751560680994,-0.7902487652072452,2.540351682459831,1.806161361974155,2.5933789036446733,1.6055945683462225,0.5980891736403651,0.4639595803432228,-1.1399779999492865,-1.2073386436614362,-0.03788524065376908,-0.4339010271761752,4.348059534887956,3.5718449632023708,5.169467689604959,4.775167713511081,2.4376727658187987,4.840348541948513,1.7815433569751233,3.2212515137111986
"Size of std_values: (1, 40)"

"Time Range: 15:52:31 to 15:53:11, Duration 40.0 
 Start Row 3894, End Row 4054 
 Start Time 973.25, End Time 1013.25"
kurtosis Values:
-0.42751974623672195,0.11645063402311662,-0.939794909565768,-0.3539825579583793,0.24096040025178933,0.0070370686483651745,-0.03453202129238253,-0.4751290722847017,1.4172060614572217,-1.1145223764154857,0.9945115347541664,0.28848864933160145,0.7887059102678426,-0.021219062395294586,-0.5115947531429179,0.30751503114871603,-0.7581922534435108,-0.17007244258244958,-1.2633720678148066,-1.252559854328434,0.47339244517622525,0.7732493397310258,-0.16687413336888923,0.05532984207998348,0.7365514813903586,0.8423366284776224,0.2485421787104518,0.529009484782549,7.071710189291132,4.262396427417044,0.05996085060519585,-0.6112541920973342,0.9357775279134195,0.6710705795482119,2.4481256694777054,2.1728425975261443,-0.25042052898777767,0.8604088484063945,0.23287558363584493,0.8030429032407147
"Size of std_values: (1, 40)"

"Time Range: 15:53:11 to 15:53:39, Duration 28.0 
 Start Row 4055, End Row 4167 
 Start Time 1013.5, End Time 1041.5"
kurtosis Values:
-0.5822281858948801,1.2166307409974086,-0.7108185371772224,-0.6644114342531906,-0.11347659118545295,0.048716686681911536,-1.1157146875719894,-1.551281370647019,0.2630755087589085,-0.8423594937911045,-1.2983264521090392,-1.4285320119833553,-0.3549139850707421,-0.4217203416714792,-1.2356426766521709,-1.0182892656843467,1.0551772676078413,0.9597579617107503,-0.4336091966885931,1.6675548753131002,-0.3035696418074614,-0.8721595285677433,2.0799198500938516,2.7087407343297283,-0.23626144382225434,-0.2923077146049273,-0.33949108477252343,2.099482152331187,0.7564910635245781,-0.10310265821493525,0.9131454241173684,-0.6221430645712491,0.1340388379336277,-0.49571168284464884,-0.013180447465355627,0.012858538391119723,-1.157147763847714,-1.0590670007376135,-1.1807213583565623,-0.814844496703321
"Size of std_values: (1, 40)"

"Time Range: 15:53:39 to 15:54:06, Duration 27.0 
 Start Row 4168, End Row 4276 
 Start Time 1041.75, End Time 1068.75"
kurtosis Values:
0.13405506266600753,-0.020882124243728928,-0.8506907059737512,-0.829905761687411,-0.8533333868110504,-0.6593151294187152,-0.06370628904839126,0.2741398846031884,-0.9916839345459212,-0.6790082007638016,-0.38083131224734723,-0.380018284056165,-0.09787078427014606,0.6928051351511062,-0.3062177519796321,0.8014292342366063,0.4185830592896549,0.6620239371409875,0.9948866092796709,1.5028118385150515,0.2526807764774639,-0.17746794249117182,0.11093245611924818,-0.08886208099040527,0.7250414379200523,-1.0748177248207809,1.4774408895946909,2.191452699811366,0.5821685652304449,0.4113574751692699,-0.11232531886613684,0.3406261442704741,2.132648911254581,1.1613944486894736,0.48833943226946674,0.6001047588238633,0.46740643517427083,0.4912301959793055,0.1640771536349619,1.9650440545598222
"Size of std_values: (1, 40)"

"Time Range: 15:54:06 to 15:54:47, Duration 41.0 
 Start Row 4277, End Row 4441 
 Start Time 1069.0, End Time 1110.0"
kurtosis Values:
-0.3270574696137225,-0.5373547500298836,2.484427417811217,1.8898265094280502,-0.34140576282205526,-1.0091090953115052,-1.190140489407306,-1.2825767622917508,-0.44811320949644884,-0.4361958092267626,-1.0219506559695324,-0.7082744877267824,0.3157331839013491,-0.3955537315144406,3.4692917333632183,-0.3081985680353121,-0.28383824111612554,0.4681735644485827,-0.08199844673915146,3.043383252475163,-0.696203248876405,-0.840298173208514,-0.812918557272118,-0.7871181298969767,-1.1970518118957958,1.2085972691812028,3.275476085255548,0.4182179159475443,-0.6996354139565604,-1.1929012679491051,0.10424933584054807,0.5684013243086659,1.9855615149321046,0.22153780026015513,-0.4285328121801806,-0.5316420939727955,0.9088799639410099,0.4869414785991548,1.9715698281292902,0.20468242529017244
"Size of std_values: (1, 40)"

"Time Range: 15:54:47 to 15:55:18, Duration 31.0 
 Start Row 4442, End Row 4566 
 Start Time 1110.25, End Time 1141.25"
kurtosis Values:
