"Time Range: 12:50:16 to 12:51:01, Duration 45.0 
 Start Row 2368, End Row 2548 
 Start Time 591.75, End Time 636.75"
kurtosis Values:
-0.014733490654101455,-0.2521334964163868,0.7100650870047067,-0.11518105022134417,-0.39314411259228077,-0.029010010443029977,-0.21030528718081598,-0.06227705308821907,-0.31894194191420944,-0.3556593444836347,-0.1948360646553522,-0.13346598839287438,-0.3881768803044148,0.25989077420362694,-0.10271529493748588,-0.19068712345289685,-0.590464408399801,-0.5519301690399043,0.42978381744561034,1.1352017680790842,-0.38221103041387927,-0.3794803252162984,-1.007517554004585,-0.49182533051578714,-0.5132606614262811,-0.2330956468304688,-0.2549403663483276,-0.26655617622453986,1.4172072677123744,1.8118354094193707,-0.7395019117922619,-0.6120683223481436,-0.6763943912711361,-0.7100601135321423,-0.17652613813259155,0.07285254414378795,0.11606318856297859,-0.39666025680647987,0.2885129820950132,-0.3546730112394849
"Size of std_values: (1, 40)"

"Time Range: 12:51:01 to 12:51:38, Duration 37.0 
 Start Row 2549, End Row 2697 
 Start Time 637.0, End Time 674.0"
kurtosis Values:
-0.0013607621955116223,0.41404234123011463,-0.09679615490358406,-0.9713497593899731,-0.0863228034445962,0.27983092787205166,-0.5626471258956385,-0.5080741498377765,-0.7704591956685216,-0.8031984725725616,-0.5046170363657065,-0.45347728132487575,0.37813678168619624,4.600393880644169,0.6537272350595771,0.3438867627519877,-0.653376711654075,-0.6684848439611737,0.4148276392145722,-0.010659039022007377,-0.6476905941682318,-0.6145430010087756,-0.5914443673436187,-0.8213055532069755,0.7627737966558432,-0.08438277918046655,-0.33834760473849634,-0.3470392027006728,8.096035712427163,10.879501551144632,-0.2917794117604027,-0.13062337768019994,-0.25352516810663506,-0.2894540244248973,0.23683214442557832,1.6657779727468727,1.8165792116022974,0.574104150934879,0.47596159383844894,-0.5118378111347561
"Size of std_values: (1, 40)"

"Time Range: 12:51:38 to 12:52:10, Duration 32.0 
 Start Row 2698, End Row 2826 
 Start Time 674.25, End Time 706.25"
kurtosis Values:
1.8622527871407506,0.452562242524436,-0.2747964807535843,0.6006982525045625,0.03772751494001669,-0.9271684298452572,-0.2096042476937634,-0.18535653782966932,-0.5150687023768521,-0.5166640813215069,-0.3701464046809515,-0.30985226114537934,0.5035838624936471,0.21571686256205558,1.3427984155617851,1.0823923123076575,-0.5288314142327502,-0.5003516886918797,1.3627247622038352,-0.2491578954713436,-0.36668308979892705,-0.4027229834752437,-0.29662392082794087,-0.5523026804497655,0.6426925458058368,-0.0691892445096558,-0.3014040517311809,-0.324465062258795,2.329040755321457,8.639302686568366,0.00643000776624536,-0.6247545154240339,-0.7718286040454609,-0.017345237598598295,0.7048560188602098,1.3835184053080098,-0.6259456129303551,0.5903150909041619,-0.053766305022256766,0.34044766444198027
"Size of std_values: (1, 40)"

"Time Range: 12:52:10 to 12:52:38, Duration 28.0 
 Start Row 2827, End Row 2939 
 Start Time 706.5, End Time 734.5"
kurtosis Values:
