"Time Range: 12:20:31 to 12:20:48, Duration 17.0 
 Start Row 2057, End Row 2125 
 Start Time 514.0, End Time 531.0"
kurtosis Values:
-0.6864416317104594,1.0689184931534514,-0.5613529564079469,-0.4095655396354223,0.3949771121958734,-0.1798241145024848,-0.752984850389089,-1.4840817400855668,0.7288936383085884,0.7667775034811077,0.40228110631786285,-0.733514194068217,-0.5927432718630303,-0.018820135828518936,-1.0284678388546014,-0.3416643990119721,-1.2049179120636884,-1.0646637290457508,-0.24995980978913268,0.08048155190256523,0.5004039759538341,-0.5916359730304475,0.4079881960954048,1.6816065922391612,-0.7372239414487729,-0.08809783756774348,0.4405540576033782,-0.46471475564811593,-0.6902760725748429,-0.6137374723991571,-1.1433168456605758,-1.0617190053172463,-0.5523307932204018,0.3729172872817905,-0.5697916592867269,-0.42048769951755993,1.1062858601413854,-0.45332149015346257,-0.5765571088222456,3.7249282697980437
"Size of std_values: (1, 40)"

"Time Range: 12:20:48 to 12:21:14, Duration 26.0 
 Start Row 2126, End Row 2230 
 Start Time 531.25, End Time 557.25"
kurtosis Values:
-0.0095422827834577,-0.19357979155712624,-0.27108675036067265,-0.261417680550756,0.2927841731444185,-0.05890086095012936,-0.9017742995892668,-0.7406430095987746,-1.079817312990613,-1.3696133786580063,0.6166579802237289,-0.6458967060573739,-0.373896125252402,-0.5907969930281771,0.07800201387812988,1.1016350918209374,-0.3296964605255557,-0.7813233129192887,-0.16646733298663463,-0.19070003171086913,0.17351517851003528,-0.6926467555538234,-0.39854142387234326,4.095632406823369,-0.7640241857064636,-0.11758669034374547,1.7989262913192547,-0.8840279033290823,-0.34323577715241793,-0.34321566677696724,-0.7221586756806024,-0.5634114988517602,-0.24305624431057815,-0.719066263800054,0.07567239422374072,0.807209628056198,-0.3861679178058752,-0.22577241379696744,1.0455133248626778,-0.769142912051084
"Size of std_values: (1, 40)"

"Time Range: 12:21:14 to 12:21:45, Duration 31.0 
 Start Row 2231, End Row 2355 
 Start Time 557.5, End Time 588.5"
kurtosis Values:
-0.019246586906624508,0.7921899170418967,-1.3673626993120716,-1.5301151763851002,0.947812432806213,-0.2801814407038048,-1.7210478578866362,-1.655918984264771,-0.9804909707022,-0.9835963966512886,-0.22253319339612299,-1.1791900910746669,-0.35752167067311236,-0.21517429920732978,-0.1340849713135399,0.6954540592980147,-0.808640229807235,-1.0117190601398258,-0.1493233184007563,-0.16428247225953108,-0.13350657788714893,-1.1560354454283943,0.32851030489569677,0.8080087080858878,0.6956325285751723,1.493266962901318,0.5630493088507338,-0.08648532487536764,-0.23129230929977185,-0.016630339987674603,-0.9674715732822232,-0.4997333684519991,1.6633622496459575,0.3203533220516248,-0.4653316634642035,0.4459808786916599,-0.4379176500013555,-0.8183971965911505,0.17112979625690805,-0.4314848720473563
"Size of std_values: (1, 40)"

"Time Range: 12:21:45 to 12:22:10, Duration 25.0 
 Start Row 2356, End Row 2456 
 Start Time 588.75, End Time 613.75"
kurtosis Values:
0.11609498672169405,-0.6437323160149866,1.1390065959823588,0.4717824716477499,-0.2519722124234267,-0.15130122542235513,-0.8094894738852974,-0.6245669738925077,-1.4613286272198966,-1.4652406283353236,-0.029326251455692454,-0.15326265835558583,-1.0661407832089869,-0.3699270457248436,0.7735492690892865,-0.49207616784570885,-0.5791074310528788,-0.608524435524405,0.07164335740597583,1.5505391577153347,-0.04831324897494049,0.7955285123915194,-0.40060813542104023,-0.034544856777119826,-0.0849188277904176,-0.22630607854257345,-0.40630582666043846,0.15178341472684886,-0.5047989532106412,0.19009287158905064,-0.6896386930241549,-0.8047510040768575,0.48461230719751747,-0.20489441646755546,1.7746736541962438,0.9538804404748928,0.10706445778116969,0.6707850662245529,-0.41205548568586225,-0.19529897885578595
"Size of std_values: (1, 40)"

"Time Range: 12:22:10 to 12:22:30, Duration 20.0 
 Start Row 2457, End Row 2537 
 Start Time 614.0, End Time 634.0"
kurtosis Values:
-0.21882287739205264,-0.10236940197672784,-0.4411892227874037,-0.94397424978458,0.5471709313424347,2.6879809635818868,0.1859997185236466,0.12623698340534695,-0.41672567597189625,-1.4960320307536983,-0.4649290782364277,-0.5931084469278676,-0.45759403429198553,-0.660219354993659,-0.5935047663773423,0.3031998795566926,-1.5332986138654467,-1.381129130967293,0.20224076118015555,-0.09220629239125522,0.3294346537430921,-0.4487043150972996,-0.48696986378629736,0.8157122200658837,-1.0387460325192626,-0.7682949267735619,-0.19287990554774215,-0.6240499014158543,-0.26864220097786395,0.16302942292217448,-0.9921051919644541,-1.569479662279462,0.4351211693086072,-0.08180614190054669,-0.4071121809341065,-0.4983730967548632,-0.13634135070659248,-0.7523850416964315,-0.3021425080284974,0.009336151827116446
"Size of std_values: (1, 40)"

"Time Range: 12:22:30 to 12:22:53, Duration 23.0 
 Start Row 2538, End Row 2630 
 Start Time 634.25, End Time 657.25"
kurtosis Values:
