"Time Range: 18:43:54 to 18:44:24, Duration 30.0 
 Start Row 3622, End Row 3742 
 Start Time 905.25, End Time 935.25"
kurtosis Values:
-0.6970686388029512,-0.6879728863731445,-0.6067164196000645,-0.15655210596952118,1.052783071502832,1.0900168585947103,-0.5596778651173158,-0.5408435745818236,0.44742022217764177,0.4252021938111401,-0.742038642623938,-0.6798750839783709,-0.19047978344713146,-0.02651170297566141,0.2133686482519015,0.3562680164855996,3.850952024080935,2.861697436842303,-0.502528478327569,-0.11001868900305345,-0.27201235723466244,-0.10624499802545673,-0.8254459899067625,-0.21225111852135203,0.3299844954501814,0.10828802074703736,0.32904645067459226,0.5249272351608436,1.8377286925288594,0.1366962955492994,-0.37879372691531366,-0.3833111465532735,1.9909413345583076,2.662588619397596,-1.0804021911237816,0.05722496318734693,0.1582842853910269,0.08838646842331244,0.2893898508454473,0.9569143484109004
"Size of std_values: (1, 40)"

"Time Range: 18:44:24 to 18:44:48, Duration 24.0 
 Start Row 3743, End Row 3839 
 Start Time 935.5, End Time 959.5"
kurtosis Values:
-0.5343361229107026,-0.8396079947394988,-0.06167467972532137,0.23074749172906373,0.06755999657370593,-0.21089755785109965,0.4569024965018249,0.4361851130865806,-1.1749630598482945,-1.3620351333142973,-0.9258560216880292,-1.1795861757316546,-0.08360758497206744,-0.7632442916721933,0.8737079115521125,0.7641044762371947,-0.8748776009567973,0.0077404763239643515,1.1004362248707409,-1.4070895562091121,-0.1771327918950676,-0.33737741356508977,-0.26350091086252503,-0.6674648773463945,0.3101169678354543,-1.4320313243033895,-0.5374281498920608,-0.9373875456792296,-0.31792674069000126,-0.5365903441191131,-0.37814318005973924,-0.3000590537719994,-0.4995129133753373,-0.4493828058640723,-0.5456146623434943,-1.1252511474688418,-0.3882433030813437,-0.6675243039845844,-1.0470991615182512,-1.076502920107482
"Size of std_values: (1, 40)"

"Time Range: 18:44:48 to 18:45:09, Duration 21.0 
 Start Row 3840, End Row 3924 
 Start Time 959.75, End Time 980.75"
kurtosis Values:
-1.0472327880588443,-0.4728878009277535,-1.7057720048989522,-1.6525793380015978,-0.6020133167260076,-0.06561025867450399,-0.8072792836506109,-0.8156536249730326,-1.0377112273224502,-1.154964781209115,-0.004228906395647769,0.2246168229115022,-0.45583344195556696,-0.9960691222356584,-0.44429677504830245,-0.20941838952705583,-0.0042702723723793135,-0.940017321048181,-1.4173581053831295,-0.8599380252470468,-0.6188359741982934,-0.4836951696472789,-0.29333499016262765,-0.939645788760239,-0.33261005461002435,-1.3058063489093172,-1.3464136391445791,-0.7163179694691459,-0.7575986738963225,-1.1912792804780585,-0.3103609167096173,-0.3263663387167335,-0.8952968691637722,-0.9965500339233495,-1.0054681960597756,-1.5360100792189995,-1.0340858389691572,-0.8888119585526817,-1.059807897577742,-0.9716315281681069
"Size of std_values: (1, 40)"

"Time Range: 18:45:09 to 18:45:40, Duration 31.0 
 Start Row 3925, End Row 4049 
 Start Time 981.0, End Time 1012.0"
kurtosis Values:
